,L,b,h,P,fc,E,I,deflexion_max_mm
59,2.6,0.25,0.8500000000000001,42.41,350,27805000,0.012794270833333336,0.0436524516334261
60,3.1,0.4,0.4,98.47,280,24870000,0.002133333333333334,1.1518960194574286
61,2.9000000000000004,0.30000000000000004,0.5,73.06,420,30463000,0.0031250000000000006,0.38995072492313093
62,5.800000000000001,0.4,0.8500000000000001,45.91,280,24870000,0.020470833333333337,0.3665546459337385
63,6.300000000000001,0.30000000000000004,0.4,77.02,210,21541000,0.0016000000000000007,11.641208879288332
64,9.65,0.35000000000000003,0.55,63.7,280,24870000,0.004852604166666669,9.881650351927693
65,6.65,0.35000000000000003,0.45,40.11,175,19663000,0.0026578125000000005,4.702212391973476
66,6.2,0.5,0.35000000000000003,73.03,280,24870000,0.0017864583333333337,8.161433666142658
67,9.4,0.25,1.0,54.39,210,21541000,0.020833333333333332,2.097185077758693
68,9.35,0.30000000000000004,0.9500000000000001,92.96,175,19663000,0.02143437500000001,3.7560304683017045
69,4.0,0.55,0.8,35.8,175,19663000,0.023466666666666674,0.10344763815749929
70,7.45,0.35000000000000003,0.35000000000000003,17.46,420,30463000,0.0012505208333333337,3.948282495299566
71,9.700000000000001,0.5,0.55,50.07,420,30463000,0.006932291666666669,4.5081884247109105
72,3.8000000000000003,0.30000000000000004,0.9,18.78,280,24870000,0.018225000000000005,0.04736546640610737
73,7.75,0.4,0.30000000000000004,18.74,350,27805000,0.0009000000000000005,7.262197369494557
74,8.4,0.4,0.5,27.66,280,24870000,0.004166666666666667,3.2959776115802173
75,9.5,0.35000000000000003,0.9,10.4,210,21541000,0.021262500000000004,0.40558578970255577
76,8.85,0.30000000000000004,0.65,16.44,210,21541000,0.006865625000000001,1.6052565423555214
77,5.3500000000000005,0.5,0.8500000000000001,74.51,350,27805000,0.025588541666666673,0.3340921237590174
78,2.0500000000000003,0.5,0.75,69.91,280,24870000,0.017578125,0.028701944094476472
79,2.3000000000000003,0.5,0.9,97.75,420,30463000,0.030375000000000003,0.026777503186194485
80,2.1,0.4,0.9,82.12,280,24870000,0.024300000000000002,0.026217032271515586
81,6.7,0.6000000000000001,0.45,42.5,175,19663000,0.004556250000000001,2.972451491211736
82,5.050000000000001,0.45,0.7000000000000001,25.27,350,27805000,0.012862500000000004,0.1895788357001975
83,2.9000000000000004,0.45,0.9,25.38,350,27805000,0.027337500000000004,0.01696534433292411
84,8.9,0.55,0.8,77.59,210,21541000,0.023466666666666674,2.2543288514654662
85,8.55,0.45,0.9,48.03,175,19663000,0.027337500000000004,1.16348588296123
86,7.9,0.25,0.35000000000000003,69.89,210,21541000,0.0008932291666666668,37.31009205443602
87,8.700000000000001,0.45,0.4,35.71,420,30463000,0.0024000000000000007,6.700735241317337
88,5.2,0.35000000000000003,0.65,11.74,175,19663000,0.008009895833333334,0.21835354291235895
89,8.0,0.4,0.9,93.87,280,24870000,0.024300000000000002,1.6568129582470823
90,6.5,0.5,0.55,86.95,175,19663000,0.006932291666666669,3.64957096573889
91,6.9,0.30000000000000004,0.9500000000000001,89.17,280,24870000,0.02143437500000001,1.1448225931572562
92,4.4,0.30000000000000004,0.75,13.69,420,30463000,0.010546875000000002,0.07561775349411937
93,6.800000000000001,0.4,0.5,91.7,420,30463000,0.004166666666666667,4.732530348291371
94,5.4,0.45,0.4,73.7,350,27805000,0.0024000000000000007,3.6230421686746985
95,6.300000000000001,0.30000000000000004,1.0,29.03,210,21541000,0.025000000000000005,0.28081582447425846
96,5.9,0.6000000000000001,0.6000000000000001,70.28,175,19663000,0.010800000000000006,1.4160318300084822
97,6.0,0.5,0.8,86.84,350,27805000,0.02133333333333334,0.6587956302823231
98,9.35,0.45,0.8500000000000001,71.19,420,30463000,0.023029687500000007,1.7280323671338993
99,4.1000000000000005,0.35000000000000003,0.30000000000000004,16.2,350,27805000,0.0007875000000000004,1.0623115061525417
100,2.4000000000000004,0.45,0.9500000000000001,26.49,210,21541000,0.03215156250000001,0.011015558005900507
101,5.7,0.4,0.8,52.54,175,19663000,0.01706666666666667,0.6040528150805923
102,5.25,0.55,0.45,74.77,210,21541000,0.004176562500000001,2.505412316064096
103,5.9,0.35000000000000003,0.6000000000000001,95.42,175,19663000,0.0063000000000000035,3.2958230072219536
104,2.5500000000000003,0.35000000000000003,0.9500000000000001,28.49,175,19663000,0.025006770833333344,0.020015403965626757
105,6.65,0.35000000000000003,0.6000000000000001,83.51,350,27805000,0.0063000000000000035,2.9207792415516107
106,9.9,0.5,0.9500000000000001,33.59,280,24870000,0.03572395833333334,0.7642562355887882
107,3.6500000000000004,0.45,1.0,75.69,420,30463000,0.0375,0.06712308722876935
108,3.7,0.35000000000000003,0.45,61.01,175,19663000,0.0026578125000000005,1.2319436432956654
109,9.700000000000001,0.25,0.35000000000000003,99.59,420,30463000,0.0008932291666666668,69.59116896097919
110,7.65,0.5,1.0,84.28,420,30463000,0.041666666666666664,0.6193072529790239
111,6.75,0.5,0.9,67.71,175,19663000,0.030375000000000003,0.726368210598586
112,5.050000000000001,0.35000000000000003,0.5,87.09,350,27805000,0.003645833333333334,2.305055978883552
113,7.1000000000000005,0.45,1.0,99.63,210,21541000,0.0375,0.919658968942946
114,6.0,0.4,0.8,50.39,420,30463000,0.01706666666666667,0.43614961695335314
115,2.7,0.4,0.4,80.95,420,30463000,0.002133333333333334,0.5107819225628221
116,4.4,0.4,0.55,68.31,280,24870000,0.005545833333333336,0.8789384800965018
117,8.65,0.6000000000000001,0.5,58.32,280,24870000,0.006250000000000001,5.059047973462001
118,3.4000000000000004,0.45,0.75,53.88,175,19663000,0.0158203125,0.14182678678950192
119,9.25,0.45,0.65,63.74,210,21541000,0.0102984375,4.737604707680349
120,6.7,0.45,0.6000000000000001,86.88,210,21541000,0.008100000000000005,3.1199821070470826
121,2.15,0.35000000000000003,0.5,10.61,350,27805000,0.003645833333333334,0.021670544095357968
122,4.95,0.5,0.8500000000000001,90.55,280,24870000,0.025588541666666673,0.35953526401607505
123,2.35,0.4,0.5,84.01,350,27805000,0.004166666666666667,0.19605669461427805
124,3.0,0.30000000000000004,0.8,84.23,280,24870000,0.012800000000000006,0.14883448620325687
125,3.45,0.25,0.30000000000000004,13.21,350,27805000,0.0005625000000000003,0.7225592069771622
126,3.35,0.35000000000000003,0.8500000000000001,74.03,280,24870000,0.01791197916666667,0.13016120855578195
127,9.05,0.30000000000000004,0.75,46.48,175,19663000,0.010546875000000002,3.460963678476151
128,9.25,0.5,0.8,23.12,280,24870000,0.02133333333333334,0.718517393964239
129,3.9000000000000004,0.4,0.6000000000000001,10.77,350,27805000,0.007200000000000004,0.06648334944254627
130,5.25,0.6000000000000001,0.8,94.02,280,24870000,0.02560000000000001,0.4451856624663089
131,5.75,0.30000000000000004,0.6000000000000001,22.58,420,30463000,0.005400000000000003,0.543650515255199
132,8.65,0.6000000000000001,0.7000000000000001,75.5,350,27805000,0.017150000000000006,2.1348482650632112
133,4.3500000000000005,0.35000000000000003,0.4,83.3,210,21541000,0.0018666666666666673,3.552539388912423
134,3.4000000000000004,0.35000000000000003,0.4,24.12,350,27805000,0.0018666666666666673,0.38052495697074007
135,5.65,0.5,0.4,57.94,175,19663000,0.0026666666666666674,4.152064443092673
136,9.200000000000001,0.5,0.6000000000000001,13.12,175,19663000,0.009000000000000005,1.202717945530334
137,6.75,0.45,0.45,32.74,350,27805000,0.0034171875000000005,2.2077863693580286
138,5.300000000000001,0.5,0.7000000000000001,55.39,210,21541000,0.01429166666666667,0.5580447124833341
139,5.25,0.35000000000000003,0.9500000000000001,79.64,210,21541000,0.025006770833333344,0.4457018628915293
140,4.45,0.30000000000000004,0.65,35.94,175,19663000,0.006865625000000001,0.48875027022812767
141,4.55,0.4,0.5,50.17,175,19663000,0.004166666666666667,1.2017067928978282
142,5.300000000000001,0.35000000000000003,0.8,39.66,420,30463000,0.014933333333333338,0.27040184561570013
143,7.1000000000000005,0.55,0.55,86.7,280,24870000,0.007625520833333337,3.4088477843134126
144,8.35,0.4,0.55,62.49,420,30463000,0.005545833333333336,4.486309482006881
145,2.3000000000000003,0.55,0.65,63.97,350,27805000,0.012586979166666666,0.04633127039122301
146,7.9,0.25,0.6000000000000001,37.81,210,21541000,0.004500000000000002,4.006529449869068
147,8.200000000000001,0.45,0.30000000000000004,97.15,350,27805000,0.0010125000000000006,39.639228519014324
148,3.95,0.35000000000000003,0.9,48.09,175,19663000,0.021262500000000004,0.147686473613306
149,9.9,0.55,0.5,74.47,350,27805000,0.005729166666666667,9.449989901096924
150,7.4,0.5,0.65,57.1,280,24870000,0.011442708333333334,1.6938908285762342
151,9.15,0.25,0.35000000000000003,45.34,175,19663000,0.0008932291666666668,41.19939946999063
152,3.95,0.30000000000000004,0.5,96.25,280,24870000,0.0031250000000000006,1.59010198867444
153,2.4000000000000004,0.45,0.5,24.31,350,27805000,0.0046875,0.05371718755619496
154,7.7,0.6000000000000001,0.5,32.67,210,21541000,0.006250000000000001,2.3079914442226452
155,9.65,0.5,0.7000000000000001,52.88,210,21541000,0.01429166666666667,3.2157583802154757
156,2.2,0.35000000000000003,0.9500000000000001,97.35,280,24870000,0.025006770833333344,0.03472396913411343
157,9.3,0.35000000000000003,0.4,35.29,210,21541000,0.0018666666666666673,14.707086056200136
158,7.8500000000000005,0.4,0.8500000000000001,55.59,175,19663000,0.020470833333333337,1.3918072847110492
159,9.65,0.45,0.75,13.66,420,30463000,0.0158203125,0.5306445078013415
160,4.2,0.25,0.8500000000000001,78.73,175,19663000,0.012794270833333336,0.4830382989398227
161,3.35,0.5,0.9500000000000001,41.89,175,19663000,0.03572395833333334,0.04670831395736337
162,4.6000000000000005,0.30000000000000004,0.75,67.24,210,21541000,0.010546875000000002,0.6001644996248899
163,4.2,0.35000000000000003,0.6000000000000001,84.39,350,27805000,0.0063000000000000035,0.7435910807408735
164,5.9,0.55,0.75,82.1,175,19663000,0.0193359375,0.9239382394697456
165,3.0500000000000003,0.25,0.30000000000000004,77.38,350,27805000,0.0005625000000000003,2.924432352960764
166,7.9,0.55,0.8500000000000001,31.44,350,27805000,0.028147395833333342,0.4126306213508451
167,3.1,0.4,0.8500000000000001,36.97,280,24870000,0.020470833333333337,0.04506942185257906
168,6.550000000000001,0.6000000000000001,0.4,42.94,175,19663000,0.0032000000000000015,3.995259061309364
169,6.25,0.4,0.35000000000000003,38.09,280,24870000,0.0014291666666666671,5.4506854924030606
170,3.85,0.25,0.75,31.1,280,24870000,0.0087890625,0.16915428435270816
171,5.800000000000001,0.45,1.0,56.33,210,21541000,0.0375,0.28345581191423086
172,5.7,0.45,0.4,89.14,280,24870000,0.0024000000000000007,5.761942664354644
173,8.450000000000001,0.25,0.6000000000000001,50.82,350,27805000,0.004500000000000002,5.105380755609502
174,2.15,0.45,0.45,68.12,210,21541000,0.0034171875000000005,0.19160820918621094
175,7.7,0.55,0.65,60.13,350,27805000,0.012586979166666666,1.634096610628821
176,4.0,0.6000000000000001,0.4,12.26,210,21541000,0.0032000000000000015,0.2371446698543861
177,7.300000000000001,0.55,0.6000000000000001,22.24,175,19663000,0.009900000000000006,0.9259278608869207
178,7.1000000000000005,0.5,0.8500000000000001,37.5,420,30463000,0.025588541666666673,0.3587127972358001
179,2.45,0.5,0.7000000000000001,87.16,420,30463000,0.01429166666666667,0.0613364573416932
180,7.75,0.55,0.75,68.55,420,30463000,0.0193359375,1.1285827947597964
181,4.7,0.4,0.9500000000000001,66.36,350,27805000,0.028579166666666673,0.18062849077098203
182,6.4,0.30000000000000004,0.45,71.7,350,27805000,0.0022781250000000006,6.181834740226182
183,7.95,0.55,0.75,15.93,280,24870000,0.0193359375,0.3467647198157693
184,3.45,0.4,0.4,17.55,420,30463000,0.002133333333333334,0.23102648947019236
185,4.0,0.4,0.8500000000000001,26.72,210,21541000,0.020470833333333337,0.08079301351335529
186,3.0500000000000003,0.55,0.75,61.22,280,24870000,0.0193359375,0.07525070742270583
187,3.2,0.5,0.4,81.17,175,19663000,0.0026666666666666674,1.0567827900116968
188,9.5,0.55,0.8,94.1,175,19663000,0.023466666666666674,3.64265481224398
189,9.75,0.4,0.55,29.67,420,30463000,0.005545833333333336,3.391178668994394
190,3.1500000000000004,0.45,0.8,86.68,280,24870000,0.019200000000000005,0.11820403795046744
191,3.5500000000000003,0.35000000000000003,0.6000000000000001,21.26,350,27805000,0.0063000000000000035,0.1131211035209304
192,2.8000000000000003,0.25,0.75,94.51,280,24870000,0.0087890625,0.1977389764255611
193,2.6500000000000004,0.45,0.6000000000000001,55.59,350,27805000,0.008100000000000005,0.09569409513399091
194,8.15,0.5,0.30000000000000004,83.25,175,19663000,0.0011250000000000006,42.44372865068062
195,3.7,0.45,0.5,64.86,350,27805000,0.0046875,0.5251419337049692
196,5.7,0.4,0.45,79.45,210,21541000,0.0030375000000000003,4.684843459586972
197,2.6500000000000004,0.35000000000000003,0.5,36.63,350,27805000,0.003645833333333334,0.14009208287307018
198,4.65,0.25,0.75,11.91,280,24870000,0.0087890625,0.11413295054282271
199,9.9,0.45,0.9500000000000001,72.78,420,30463000,0.03215156250000001,1.5021096756915095
200,9.200000000000001,0.45,0.6000000000000001,57.07,350,27805000,0.008100000000000005,4.110760728560084
201,8.9,0.4,0.35000000000000003,15.86,175,19663000,0.0014291666666666671,8.288945955086648
202,5.050000000000001,0.4,0.35000000000000003,32.53,280,24870000,0.0014291666666666671,2.4556037993777555
203,7.6000000000000005,0.30000000000000004,0.8500000000000001,85.25,420,30463000,0.015353125000000007,1.6669572829207215
204,2.3000000000000003,0.4,0.65,38.06,210,21541000,0.009154166666666666,0.04892449805736126
205,6.0,0.5,0.9500000000000001,32.76,175,19663000,0.03572395833333334,0.20986840094045073
206,2.9000000000000004,0.30000000000000004,0.9500000000000001,36.96,420,30463000,0.02143437500000001,0.02876081733706942
207,7.8500000000000005,0.6000000000000001,0.4,49.9,350,27805000,0.0032000000000000015,5.651912123189586
208,5.5,0.30000000000000004,0.6000000000000001,78.31,175,19663000,0.005400000000000003,2.556351186081145
209,4.6000000000000005,0.4,0.30000000000000004,13.04,350,27805000,0.0009000000000000005,1.056682317995031
210,8.0,0.6000000000000001,0.55,16.03,175,19663000,0.008318750000000003,1.0453323576137197
211,4.1000000000000005,0.4,0.6000000000000001,96.57,420,30463000,0.007200000000000004,0.6321896730596678
212,5.9,0.55,0.35000000000000003,66.28,420,30463000,0.0019651041666666675,4.737389032916226
213,2.0500000000000003,0.35000000000000003,0.5,19.31,175,19663000,0.003645833333333334,0.04834549698127739
214,2.0500000000000003,0.55,0.9,79.94,210,21541000,0.033412500000000005,0.01993469783960184
215,6.550000000000001,0.35000000000000003,0.75,31.62,175,19663000,0.012304687500000001,0.765110497275925
216,4.800000000000001,0.25,0.45,47.41,175,19663000,0.0018984375000000002,2.926215772808867
217,5.0,0.5,1.0,69.27,420,30463000,0.041666666666666664,0.14211912812264058
218,4.9,0.35000000000000003,0.4,27.15,210,21541000,0.0018666666666666673,1.6549474330927068
219,4.45,0.55,0.9500000000000001,13.57,210,21541000,0.03929635416666668,0.029430695351656246
220,3.35,0.5,0.30000000000000004,90.68,420,30463000,0.0011250000000000006,2.0724282432483356
221,9.850000000000001,0.45,0.5,70.56,350,27805000,0.0046875,10.77858736198526
222,8.200000000000001,0.55,0.35000000000000003,41.15,175,19663000,0.0019651041666666675,12.233051486861863
223,9.8,0.45,0.7000000000000001,27.01,175,19663000,0.012862500000000004,2.0940469127012378
224,6.2,0.5,0.75,75.69,420,30463000,0.017578125,0.7018222254319447
225,3.9000000000000004,0.5,0.5,49.79,280,24870000,0.005208333333333333,0.47502903256936074
226,5.9,0.5,0.7000000000000001,99.5,280,24870000,0.01429166666666667,1.1977859504994486
227,6.7,0.55,0.65,32.82,210,21541000,0.012586979166666666,0.7584629543017416
228,6.0,0.55,0.8,93.01,420,30463000,0.023466666666666674,0.5854881144935881
229,5.45,0.5,0.8500000000000001,24.97,210,21541000,0.025588541666666673,0.1527760986950762
230,4.0,0.35000000000000003,0.65,82.7,280,24870000,0.008009895833333334,0.5535305468924786
231,2.45,0.55,0.9,46.65,210,21541000,0.033412500000000005,0.01985792340893595
232,7.15,0.55,0.65,69.67,210,21541000,0.012586979166666666,1.9567499187595752
233,4.0,0.5,0.65,52.58,210,21541000,0.011442708333333334,0.28442294533461254
234,3.5500000000000003,0.45,0.55,20.03,280,24870000,0.006239062500000002,0.1203177355372572
235,6.1000000000000005,0.4,0.7000000000000001,66.79,420,30463000,0.011433333333333337,0.9068055621219605
236,5.050000000000001,0.35000000000000003,0.4,78.24,420,30463000,0.0018666666666666673,3.691665101047641
237,9.35,0.45,0.9,56.04,210,21541000,0.027337500000000004,1.6205672763800643
238,2.4000000000000004,0.5,0.75,24.21,175,19663000,0.017578125,0.020172742714743435
239,5.0,0.45,0.8,71.51,175,19663000,0.019200000000000005,0.4932698213155559
240,6.0,0.45,0.45,75.01,175,19663000,0.0034171875000000005,5.023577318977026
241,6.65,0.30000000000000004,0.9500000000000001,81.58,175,19663000,0.02143437500000001,1.185896523080574
242,8.450000000000001,0.45,0.55,29.12,350,27805000,0.006239062500000002,2.109978473237475
243,9.15,0.5,0.7000000000000001,55.69,280,24870000,0.01429166666666667,2.5005791121851115
244,5.800000000000001,0.5,1.0,73.59,420,30463000,0.041666666666666664,0.23566772937662092
245,2.8000000000000003,0.5,0.9,91.51,280,24870000,0.030375000000000003,0.055399945836318694
246,7.800000000000001,0.4,0.8500000000000001,45.12,420,30463000,0.020470833333333337,0.715325107449004
247,5.9,0.55,0.8,65.84,350,27805000,0.023466666666666674,0.43174798158032396
248,7.6000000000000005,0.25,0.75,65.67,420,30463000,0.0087890625,2.243113930414675
249,4.8500000000000005,0.5,0.35000000000000003,57.54,350,27805000,0.0017864583333333337,2.753201802641575
250,3.5500000000000003,0.25,0.8,69.11,420,30463000,0.01066666666666667,0.19823636276294707
251,4.7,0.30000000000000004,0.65,23.8,175,19663000,0.006865625000000001,0.3813286497726411
252,6.3500000000000005,0.30000000000000004,0.8,84.48,420,30463000,0.012800000000000006,1.1557162069559794
253,9.65,0.5,0.65,61.92,350,27805000,0.011442708333333334,3.6435096381695233
254,9.35,0.5,0.9500000000000001,82.31,350,27805000,0.03572395833333334,1.4111192726331574
255,7.65,0.30000000000000004,0.4,82.39,420,30463000,0.0016000000000000007,15.766123268711734
256,8.950000000000001,0.45,0.45,43.63,280,24870000,0.0034171875000000005,7.667759579504018
257,3.85,0.55,0.35000000000000003,92.37,280,24870000,0.0019651041666666675,2.247038600723763
258,8.4,0.6000000000000001,0.55,74.0,210,21541000,0.008318750000000003,5.099227719815558
259,7.9,0.45,0.55,49.89,350,27805000,0.006239062500000002,2.954005535581891
260,3.5500000000000003,0.45,0.7000000000000001,90.58,210,21541000,0.012862500000000004,0.30470872478480887
261,3.2,0.35000000000000003,0.35000000000000003,55.21,350,27805000,0.0012505208333333337,1.0839583968227589
262,4.95,0.5,0.75,10.44,350,27805000,0.017578125,0.053973354432656
263,4.800000000000001,0.4,1.0,88.98,350,27805000,0.03333333333333333,0.2211939435353355
264,2.9000000000000004,0.5,0.4,57.04,280,24870000,0.0026666666666666674,0.43700635806192206
265,3.35,0.5,0.65,21.16,350,27805000,0.011442708333333334,0.05209033128417174
266,7.25,0.45,0.55,78.79,210,21541000,0.006239062500000002,4.654346221395851
267,9.55,0.4,0.35000000000000003,40.42,280,24870000,0.0014291666666666671,20.63509739127428
268,4.05,0.25,0.8500000000000001,13.75,175,19663000,0.012794270833333336,0.07564168792494666
269,2.9000000000000004,0.55,0.8,16.06,175,19663000,0.023466666666666674,0.01768467624790215
270,8.3,0.5,0.9,96.22,420,30463000,0.030375000000000003,1.2387094055992818
271,5.9,0.4,0.9,74.98,420,30463000,0.024300000000000002,0.43339239832962956
272,6.9,0.55,0.5,17.97,420,30463000,0.005729166666666667,0.7046768186742189
273,9.200000000000001,0.6000000000000001,0.6000000000000001,70.31,210,21541000,0.010800000000000006,4.902862643216695
274,5.15,0.55,0.9500000000000001,15.28,280,24870000,0.03929635416666668,0.04449136799645609
275,2.85,0.35000000000000003,0.7000000000000001,76.14,350,27805000,0.01000416666666667,0.13200865232455364
276,4.55,0.4,0.8500000000000001,38.1,280,24870000,0.020470833333333337,0.1468610471786896
277,2.15,0.35000000000000003,0.55,92.37,210,21541000,0.004852604166666669,0.18296345743664144
278,6.75,0.35000000000000003,0.6000000000000001,92.05,420,30463000,0.0063000000000000035,3.0731280313412976
279,6.7,0.6000000000000001,0.45,54.79,175,19663000,0.004556250000000001,3.8320145224350832
280,7.550000000000001,0.4,0.6000000000000001,57.46,210,21541000,0.007200000000000004,3.321749528340764
281,7.3500000000000005,0.6000000000000001,0.75,63.51,175,19663000,0.021093750000000005,1.266657849768601
282,3.9000000000000004,0.4,0.75,32.16,210,21541000,0.0140625,0.13120193120096563
283,6.7,0.45,0.35000000000000003,41.96,175,19663000,0.0016078125000000005,8.31636362635909
284,3.6,0.30000000000000004,0.7000000000000001,44.93,210,21541000,0.008575000000000003,0.2364300608927608
285,7.25,0.55,0.75,10.94,175,19663000,0.0193359375,0.2284415464550744
286,7.2,0.35000000000000003,0.6000000000000001,48.6,350,27805000,0.0063000000000000035,2.157392041513601
287,3.6,0.30000000000000004,0.4,93.86,210,21541000,0.0016000000000000007,2.6470428485214232
288,2.2,0.35000000000000003,0.55,13.98,280,24870000,0.004852604166666669,0.02569705324831983
289,8.25,0.4,0.55,30.05,210,21541000,0.005545833333333336,2.942607991736687
290,2.1,0.30000000000000004,0.4,87.06,420,30463000,0.0016000000000000007,0.3446217286133998
291,7.1000000000000005,0.30000000000000004,0.8500000000000001,31.66,210,21541000,0.015353125000000007,0.7138090876826466
292,8.05,0.30000000000000004,0.8,42.09,350,27805000,0.012800000000000006,1.2852643468726819
293,7.15,0.30000000000000004,0.8,85.89,280,24870000,0.012800000000000006,2.054630524282911
294,8.8,0.30000000000000004,0.4,67.48,210,21541000,0.0016000000000000007,27.79687727279761
295,7.050000000000001,0.55,0.7000000000000001,61.02,280,24870000,0.01572083333333334,1.1393232712303822
296,4.45,0.4,1.0,53.76,210,21541000,0.03333333333333333,0.13745275521099298
